#exonID__	ExcitatoryNeurons	InhibitoryNeurons	Astrocytes	Oligodendrocytes	OPCs	VLMCs
chr12_38839916_38839955	0.933673	0.863014	0.931746	NA	0.955556	NA
chr2_195987957_195988229	0.913043	NA	0.936508	NA	NA	NA
chr1_103565435_103565594	NA	NA	0.952381	NA	NA	NA
chr13_97991581_97991696	0.0784314	0	0.206897	0	NA	NA
chr11_47234573_47234672	NA	NA	NA	NA	NA	NA
chr6_145893215_145893393	NA	NA	NA	NA	NA	NA
chr16_4677463_4677572	NA	NA	NA	NA	NA	NA
chr10_100158984_100159055	NA	NA	0	NA	NA	NA
chr4_128091347_128091512	0.9	0.918919	0.952381	0.958333	0.846154	NA
chr10_95371326_95371427	NA	0.888889	0	NA	NA	NA
chr19_38584943_38585099	0.902913	0.924138	0.968421	NA	NA	NA
chr20_21136390_21136552	0.947761	0.952381	0.97619	0.831858	0.84375	NA
chr8_143586219_143586290	0.934911	0.891892	0.787375	0.666667	0.850575	NA
chr19_17215802_17215851	0.923077	0.88	0.888889	1	0.75	NA
chr2_166233340_166233462	NA	NA	NA	NA	NA	NA
chr22_22494063_22494180	NA	NA	NA	NA	NA	NA
chr11_60941122_60941290	NA	NA	NA	NA	NA	NA
chr8_103910321_103910529	0.186667	0.0869565	NA	NA	0.1	NA
chr20_409881_410025	NA	NA	NA	NA	NA	NA
chr11_3029303_3029443	NA	NA	0.882353	0.909091	NA	NA
chr8_95034008_95034122	NA	NA	NA	NA	NA	NA
chr6_31154496_31154799	NA	NA	NA	NA	NA	NA
chr2_9418626_9418732	0.981132	0.9	0.816327	0.961538	1	NA
chr7_112295869_112295957	0.913043	0.722222	0.869565	0.695652	NA	NA
chr2_169665004_169665208	0.266667	0.2	NA	NA	NA	NA
chr10_110106000_110106053	0	0.125	0.115385	0.0555556	NA	NA
chr13_31283221_31283306	NA	NA	NA	NA	NA	NA
chr1_92663420_92663452	0.923077	0.8	0.761905	0.9	NA	NA
chr11_83930328_83930483	1	0.952381	NA	0.89	NA	NA
chr15_77254873_77254928	0	NA	NA	NA	NA	NA
chr14_56621531_56621702	0.6875	0.4	0.375	0.241379	NA	NA
chr16_71861776_71861942	0.807692	0.9	NA	NA	NA	NA
chr1_91396293_91396405	NA	0.363636	0.25	NA	NA	NA
chr20_37238402_37238449	0.851064	0.659574	0.179487	0.395833	0.214286	0
chr1_19123596_19123675	0	0.027027	0.0789474	0.285714	0	NA
chr8_42293443_42293512	NA	NA	NA	NA	NA	NA
chr2_32098796_32098891	NA	NA	0.9	NA	NA	NA
chr6_149678682_149678745	0.0769231	0	NA	0.125	NA	NA
chrX_24703251_24703347	NA	NA	0.7	0.4	NA	NA
chr1_1645126_1645262	0.967742	0.903226	0.969697	0.73913	NA	NA
chrX_24739375_24739550	NA	NA	NA	NA	NA	NA
chr17_1513453_1513561	NA	NA	NA	NA	NA	NA
chr7_152168567_152168589	0.352941	0.166667	0.03125	0	NA	NA
chr17_58696693_58696859	0.938776	0.83871	1	0.931034	1	NA
chr6_149578822_149578973	0.833333	0.842105	1	0.909091	NA	NA
chr13_98867064_98867105	NA	NA	NA	0.272727	NA	NA
chr2_130183787_130183966	0.0896861	0.107759	0.0305344	0.0306748	0.0746269	NA
chr14_100380910_100381746	0.8	NA	NA	NA	NA	NA
chr2_27855379_27855500	NA	NA	NA	NA	NA	NA
chr15_40812699_40812902	0.533333	NA	0.3125	NA	NA	NA
chr1_108885507_108885578	NA	NA	NA	NA	NA	NA
chr11_108320687_108320780	NA	0	NA	NA	NA	NA
chr17_47661119_47661178	NA	NA	NA	NA	NA	NA
chr1_227747692_227748233	NA	NA	NA	NA	NA	NA
chr12_27003236_27003390	NA	NA	NA	NA	NA	NA
chr1_16581420_16581492	0.846154	0.807692	0.777778	0.652174	NA	NA
chr18_14080189_14080266	NA	NA	NA	NA	NA	NA
chr9_39149806_39149977	NA	NA	NA	NA	NA	NA
chr8_54002892_54002940	0.142857	0.235294	0	0.238095	0	NA
chr4_128001716_128001760	NA	NA	NA	NA	NA	NA
chr17_20017987_20018102	0.112613	0.159204	0.0923077	0.125	0.22	NA
chr18_10691225_10691383	NA	NA	NA	0.923077	NA	NA
chr6_39545583_39545688	NA	NA	NA	0.927419	NA	NA
chrX_30668012_30668118	0.931034	0.96	0.894737	0.875	NA	NA
chr14_39124992_39125036	NA	NA	NA	NA	NA	NA
chr2_71428547_71428651	0.930556	0.89916	0.941935	0.952941	0.913043	NA
chr6_6250811_6250929	NA	NA	NA	NA	NA	NA
chr1_150156911_150157015	0.8	0.945205	0.972222	NA	0.923077	NA
chr5_133022841_133022906	0.08	0.0454545	0.130435	0.15	0.2	NA
chr1_25778105_25778324	0.928571	NA	0.98	NA	NA	NA
chr10_102352458_102352518	NA	NA	NA	NA	NA	NA
chr17_50975863_50975901	NA	NA	1	1	NA	NA
chr2_37289356_37289513	NA	NA	NA	NA	NA	NA
chr10_123007026_123007176	NA	NA	NA	NA	NA	NA
chr7_23698192_23698299	NA	0.0714286	0.1	0.0909091	0.4375	NA
chr4_15536920_15537076	NA	0.8	NA	NA	NA	NA
chr15_44589252_44589414	1	0.8125	0.923077	1	NA	NA
chr14_58540071_58540136	0.96875	0.833333	0.857143	0.923077	NA	NA
chr10_113158667_113158717	0.3125	NA	0.432432	NA	NA	NA
chr16_19717351_19717485	0.173469	0.167969	0.0740088	0.145422	0.0927152	0
chr8_2954224_2954268	0.514563	0.612903	NA	NA	0.761905	NA
chr22_20804974_20805165	NA	NA	NA	NA	NA	NA
chr12_53172346_53172436	NA	NA	NA	NA	NA	NA
chr4_98099457_98099508	NA	NA	NA	NA	NA	NA
chr19_11513804_11514221	NA	NA	NA	NA	NA	NA
chr11_117335605_117335680	0.323529	0.337079	0.383459	0.714286	NA	NA
chr2_233435818_233435924	NA	0.947368	0.75	1	NA	NA
chr16_27654608_27654736	0.0714286	NA	NA	NA	NA	NA
chr7_2567116_2567163	NA	NA	0.941176	NA	NA	NA
chr3_146123265_146123325	0.1	0	0.126866	NA	0.166667	0.2
chr13_97356796_97356849	NA	NA	NA	0.0769231	NA	NA
chr3_171620386_171620520	NA	NA	NA	0.916667	NA	NA
chr7_44111154_44111239	NA	NA	1	NA	NA	NA
chr19_13109915_13110001	0.678571	0.411765	0.461538	0.2	0.5625	NA
chr16_15047855_15047920	0.866667	0.307692	NA	0.9	NA	NA
chr1_234427317_234427388	0.804688	0.857143	1	NA	1	NA
chr6_34531600_34531787	NA	NA	NA	NA	NA	NA
chr2_42640173_42640236	0.933333	0.910714	0.980769	0.84	1	NA
chr11_31806849_31806925	NA	NA	0.818182	NA	NA	NA
chrX_45082576_45082640	NA	NA	NA	NA	NA	NA
chr10_20957731_20957815	NA	0.4375	0.139241	NA	0	NA
chr7_16376092_16376241	0.886792	0.928571	0.904762	NA	NA	NA
chr11_8729950_8731209	0.5	NA	0.4375	NA	0.545455	NA
chr5_82253314_82253429	0.818182	0.590909	0.88	1	NA	NA
chr8_112975837_112976148	0.294118	0.388889	NA	NA	NA	NA
chr15_70900922_70901024	0.523077	0.617021	0.604167	NA	0.785714	NA
chr3_47658558_47658736	0.0851064	0.0273973	0.4	0.0188679	0.1	NA
chr15_52343117_52343197	0	0	NA	0.5	0.0833333	NA
chr14_37247829_37247907	0.866667	0.896552	1	NA	0.8	NA
chr12_103748441_103748522	NA	NA	NA	NA	NA	NA
chr19_40265222_40265351	0.628571	0.631579	NA	0.894737	0.666667	NA
chr3_52700445_52700496	NA	NA	NA	NA	NA	NA
chr9_4799159_4799273	0.142857	NA	0	0.0833333	0	NA
chr1_245927931_245928033	NA	NA	NA	NA	NA	NA
chr8_67149783_67149935	0.833333	0.866667	0.9	1	NA	NA
chr2_147911537_147911560	0.1	0.142857	NA	NA	NA	NA
chr14_23089982_23090101	0.688889	0.860215	0.854167	0.867257	0.857143	NA
chr1_81414171_81414351	NA	NA	NA	NA	NA	NA
chr4_7009877_7009948	NA	NA	NA	NA	NA	NA
chr7_152222573_152222682	0.805907	0.848315	0.91129	0.896907	0.931034	NA
chr10_92934144_92934190	NA	NA	NA	NA	NA	NA
chrX_103215682_103215764	0.908163	0.919643	0.923077	0.922222	0.903226	NA
chr2_230292646_230292788	NA	NA	NA	NA	NA	NA
chr17_1676976_1677172	NA	NA	NA	NA	NA	NA
chr10_80468547_80468687	NA	NA	NA	NA	NA	NA
chr6_135495539_135495709	0.601093	0.65814	0.061296	0.219251	0.243792	0
chr13_114041000_114041094	NA	NA	0.818182	0.5	NA	NA
chr10_117340980_117341102	0.833333	0.952381	0.928571	1	1	NA
chr4_113278460_113278558	1	0.9375	0.923077	0.166667	NA	NA
chr19_12840446_12840534	0.901961	0.892857	NA	NA	NA	NA
chr11_47292543_47292596	NA	NA	NA	NA	NA	NA
chr1_148107711_148107762	1	0.764706	1	NA	NA	NA
chr3_171676715_171676833	NA	NA	NA	0.9375	NA	NA
chr14_55013485_55013596	NA	NA	NA	NA	NA	NA
chr6_135497188_135497249	0.348697	0.431628	0.532443	0.575145	0.590799	0.48
chr9_41196167_41196295	NA	NA	NA	NA	NA	NA
chr19_6415380_6415457	NA	NA	NA	NA	NA	NA
chr3_12405882_12406081	NA	0.818182	NA	NA	NA	NA
chr6_8418744_8418885	NA	NA	0.846154	0.642857	NA	NA
chr1_204950557_204950574	NA	NA	NA	NA	NA	NA
chr15_28745597_28745755	0.676471	0.785714	0.666667	0.666667	NA	NA
chr2_196656958_196657136	NA	NA	NA	0.916667	NA	NA
chr4_152870753_152870848	0	0	0.9	0.916667	NA	NA
chr6_121307976_121308101	NA	NA	NA	NA	NA	NA
chr1_120438544_120438646	NA	NA	NA	NA	NA	NA
chr1_36139720_36139819	0.833333	0.952381	0.75	1	1	NA
chr20_34935576_34935642	0.789474	0.789474	0.829268	0.947368	NA	NA
chr20_9373047_9373104	0.95	0.785714	NA	NA	NA	NA
chr12_22512647_22512679	0.147059	0.185185	0	0	0	NA
chr8_120468427_120468563	0.125	0.0909091	NA	NA	NA	NA
chr17_68949312_68949472	NA	NA	NA	0.0659341	NA	0.1
chr6_55499236_55499299	1	NA	NA	NA	NA	NA
chr2_11776086_11776193	0	0.0571429	0.72973	NA	NA	NA
chr8_17313292_17313401	NA	NA	NA	NA	NA	NA
chr7_151352093_151352193	0.106383	0.16129	0.0972222	0.0188679	0.0769231	NA
chr2_95960473_95960545	0.934783	0.894737	0.790323	0.818182	0.826087	NA
chr9_137010973_137011105	NA	NA	NA	0.938776	NA	NA
chr9_97912873_97912975	0.0526316	0	NA	NA	NA	NA
chr4_147642787_147642940	0.945946	0.866667	0.870968	NA	NA	NA
chr12_104049895_104050288	NA	NA	NA	NA	NA	NA
chr6_89377671_89377813	0.969697	0.869565	0.944444	1	NA	NA
chr9_15203823_15203890	NA	1	NA	NA	NA	NA
chr10_87180075_87180303	NA	NA	NA	NA	NA	NA
chr6_42880861_42880966	0.416667	NA	NA	0.727273	NA	NA
chr11_32589012_32589135	1	0.958333	0.966667	0.875	1	NA
chr22_20804300_20804400	NA	NA	NA	NA	NA	NA
chr17_73212678_73212740	NA	NA	NA	NA	NA	NA
chr5_66963707_66963787	NA	0.428571	NA	NA	NA	NA
chr19_19714091_19714151	0.944444	1	1	NA	NA	NA
chr13_77118340_77118495	0.210526	0.212121	0.0625	0.3	NA	NA
chr11_68757150_68757730	NA	NA	0.883721	NA	NA	NA
chr2_95938829_95938901	NA	NA	0.25	NA	NA	NA
chr7_151253417_151253498	NA	NA	NA	NA	NA	NA
chr19_4410408_4410523	0.1	NA	NA	NA	NA	NA
chr5_151033608_151033799	NA	NA	NA	NA	NA	NA
chr16_84502721_84502862	NA	NA	0	NA	NA	NA
chr14_73498155_73498344	0.95122	0.88	0.976744	NA	NA	NA
chr3_197717977_197718130	NA	0.909091	NA	NA	NA	NA
chr21_37095350_37095444	0.511905	0.372549	0.640449	0.661765	0.647059	NA
chr9_125962102_125962214	NA	NA	NA	NA	NA	NA
chr10_22591629_22591781	NA	NA	0.789474	0.927461	0.9	NA
chr11_44130045_44130138	NA	0.909091	1	NA	NA	NA
chr2_217895006_217895056	NA	NA	0.923077	NA	NA	NA
chrX_119625335_119625379	NA	NA	NA	NA	NA	NA
chr3_62512751_62512768	0.448276	0.923077	0	NA	0	NA
chr9_97682200_97682430	0.0503597	0.103093	0.145631	0.236111	0.25641	NA
chr12_88115478_88115570	0.0239044	0.027027	0.128713	0.108108	0.103448	NA
chr10_221195_221356	0.526316	0.772727	0.628571	0.538462	0.722222	NA
chr10_116727227_116727380	0.0224719	0.04	0.108108	0.04	0.0634921	NA
chr17_58214259_58214387	0.857143	1	0.933333	0.909091	NA	NA
chr3_39110029_39110139	0.733333	0.818182	NA	NA	NA	NA
chr10_73396044_73396109	1	1	0.108108	0.647059	NA	NA
chr10_100290401_100290519	0.944444	NA	NA	NA	NA	NA
chr18_14809986_14810014	0.730769	0.5	NA	NA	NA	NA
chr1_23168766_23169024	0.857143	0.949749	0.776923	NA	0.891892	NA
chr1_184701497_184701544	NA	0.9	0	0	NA	NA
chr16_19021629_19021796	NA	NA	NA	0.956522	NA	NA
chr10_99387820_99388003	0.666667	0.952381	NA	NA	NA	NA
chr9_133457910_133458094	0.946154	1	0.966667	0.695652	0.727273	NA
chr7_82013461_82013510	0.935484	NA	NA	NA	NA	NA
chr19_48806517_48806717	NA	NA	0.96	NA	NA	NA
chr19_48813456_48813552	0.228571	0.380952	0.369231	NA	NA	NA
chr4_174297966_174298062	0.88	0.857143	0.846154	0.954545	NA	NA
chr12_19462510_19462717	0.84	0.914286	1	NA	NA	NA
chr20_9096287_9096342	NA	0	NA	NA	NA	NA
chr8_38429682_38429948	NA	NA	0.75641	NA	0.692308	NA
chr2_28851072_28851298	0.857143	1	0.916667	0.6	NA	NA
chr6_130870328_130870381	0.64	0.909091	NA	NA	NA	NA
chr6_26462797_26462897	0.125	0.230769	0.277778	0.0833333	NA	NA
chr5_94917896_94917973	0	0.181818	NA	NA	NA	NA
chr2_166171387_166171558	1	0.927711	NA	NA	NA	NA
chr7_64535819_64535936	0.194444	0	0.105263	0.0769231	0.0833333	NA
chr3_131699909_131699980	0.916667	NA	NA	NA	NA	NA
chr9_105623050_105623221	NA	NA	NA	NA	NA	NA
chr12_128899236_128899287	NA	NA	NA	NA	NA	NA
chr14_103498502_103498528	0	0.012987	0.673469	0.5	0.869565	NA
chr9_137148152_137148214	0.173913	0.285714	NA	NA	NA	NA
chr2_241680229_241680319	NA	NA	0.307692	0.8	NA	NA
chr1_161218703_161218723	NA	NA	NA	NA	NA	NA
chr11_113699595_113699693	NA	NA	NA	0.578947	NA	NA
chr1_35359596_35359777	0	NA	0.153846	0	0	NA
chr1_32633645_32633727	0.958333	NA	0.769231	NA	NA	NA
chr20_34031522_34031604	NA	NA	NA	0.909091	NA	NA
chr4_128092777_128093031	0.0638298	0.0933333	0.047619	0.0434783	0.166667	NA
chr15_32910474_32910535	NA	NA	NA	NA	NA	NA
chrX_136220765_136220963	NA	NA	NA	NA	NA	NA
chr4_168479636_168479803	NA	NA	NA	NA	NA	NA
chr12_106879775_106879947	NA	NA	NA	NA	NA	NA
chr8_133461875_133461994	NA	NA	NA	NA	NA	NA
chr3_151372066_151372189	NA	NA	NA	NA	NA	NA
chr5_88225769_88225866	NA	1	0.9	NA	NA	NA
chr8_140514369_140514495	NA	NA	NA	NA	NA	NA
chr5_96788531_96788685	NA	NA	NA	NA	NA	NA
chr2_55876623_55876742	NA	NA	0.942105	NA	NA	NA
chr6_57050774_57050854	0.779817	0.759259	0.878049	0.918919	0.84	NA
chr4_84796521_84796752	NA	NA	NA	NA	NA	NA
chr6_5404542_5404701	0.4375	0.307692	0.478261	0.653846	0.666667	NA
chr9_89367123_89367158	NA	NA	NA	0	NA	NA
chr1_20941259_20941395	0.0491803	0.103896	0.0952381	0.0645161	0	NA
chr11_112230208_112230230	0.097561	0.806452	0.136364	0.677419	0.833333	NA
chr1_201790554_201790577	NA	1	0.962963	0.971429	0.714286	NA
chr1_198699564_198699704	NA	NA	NA	NA	NA	NA
chr13_46694893_46695017	NA	NA	NA	NA	NA	NA
chr16_20738897_20739071	0.965517	0.806452	0.96875	1	NA	NA
chr4_26620613_26620688	0.930233	0.925926	0.923077	NA	0.9	NA
chr15_34428615_34428704	0.0677966	0.151515	NA	NA	NA	NA
chr3_11833003_11833151	0.307692	0.263158	0.325	0.277778	NA	NA
chr19_52883640_52883704	NA	NA	0	NA	NA	NA
chr7_94587774_94587812	0.970874	0.901235	0.0652174	0.0561798	0.0192308	NA
chr1_150842424_150842468	NA	NA	NA	NA	NA	NA
chr2_101871494_101871685	NA	NA	0.5	0.333333	NA	NA
chr20_4885821_4885909	NA	NA	NA	NA	NA	NA
chr1_1267862_1267992	NA	NA	NA	0.6	NA	NA
chr14_34581561_34581600	0.722222	0.947368	0.95	0.96	0.8	NA
chr15_58831774_58831916	0.941748	0.867647	0.903614	0.926829	0.933333	NA
chr4_113455726_113455821	0.26087	0.12	0.125	NA	0.219512	NA
chr1_202448989_202449171	NA	1	0.565217	1	NA	NA
chr9_85660936_85660973	0.941176	0.945946	1	0.967213	NA	NA
chr1_156259005_156259163	NA	NA	NA	NA	NA	NA
chr2_158338726_158338907	0.833333	0.931818	0.833333	1	NA	NA
chr2_45579875_45580013	NA	NA	NA	NA	NA	NA
chr12_123162115_123162218	0.571429	0.857143	NA	NA	NA	NA
chr19_38478435_38478600	NA	NA	NA	NA	NA	NA
chr13_72973591_72973675	1	NA	0.727273	NA	NA	NA
chr15_84838980_84839097	NA	NA	NA	NA	NA	NA
chr21_39179924_39179986	0.875	0.954545	0.870968	NA	NA	NA
chr11_108405429_108405559	NA	0.9	0.743902	0.769231	NA	NA
chr2_24257888_24258093	0.911765	0.941176	1	0.96	0.9	NA
chrX_77717131_77717243	0.931408	0.929577	0.932039	0.97351	0.987654	1
chr1_65345611_65345723	0.357143	0.142857	NA	0.15534	0.125	NA
chr8_112954684_112954761	0.8125	0.875	NA	NA	NA	NA
chrX_24152720_24152830	NA	NA	0.2	NA	NA	NA
chr10_12101042_12101181	NA	NA	NA	NA	NA	NA
chr16_30759012_30759101	0.151515	0.3	0.238095	NA	NA	NA
chr5_40769416_40769503	NA	NA	0.846154	0.785714	NA	NA
chr1_161052440_161052543	NA	NA	NA	NA	NA	NA
chr7_48099670_48099787	0.553191	0.406593	NA	NA	NA	NA
chr1_19148563_19148626	NA	NA	NA	NA	NA	NA
chr11_33561676_33561735	NA	NA	NA	NA	NA	NA
chr17_49311927_49312042	NA	1	NA	0.818182	NA	NA
chr7_95274085_95274168	0.176471	0.416667	1	0.962963	1	NA
chr1_201893820_201893912	NA	NA	0.121212	0.0909091	NA	NA
chr18_36040807_36040865	0	0.0689655	0.030303	0.0322581	0.166667	NA
chr16_50072605_50072714	NA	NA	NA	NA	NA	NA
chr2_178698843_178698914	NA	NA	NA	NA	NA	NA
chr17_44438671_44438715	0.307692	0.0833333	0.333333	0.166667	NA	NA
chr2_178600558_178600667	NA	NA	NA	NA	NA	NA
chr9_131504189_131504340	0.791667	0.642857	0.636364	NA	NA	NA
chr2_97122887_97122993	0.559471	0.795349	0.908163	0.773438	0.636364	NA
chr21_33767713_33767828	0.959677	0.946541	0.936407	0.923077	0.969697	NA
chr12_57195658_57195780	NA	NA	NA	NA	NA	NA
chr2_109574581_109574767	NA	NA	0.954545	0.692308	0.923077	NA
chr2_46909023_46909177	0.184211	0.210526	0.604167	0.45	0.538462	NA
chr8_58413299_58413371	0.315789	0.45	NA	NA	NA	NA
chr14_69203917_69204000	NA	NA	NA	NA	NA	NA
chr7_67305987_67306083	0.928571	0.842105	0.909091	1	NA	NA
chr4_88057983_88058103	0	0	0.918919	0.410256	0.642857	NA
chr1_24663183_24663224	1	1	0.821429	0.858974	NA	NA
chr16_72119286_72119354	NA	NA	NA	NA	NA	NA
chr3_88126134_88126269	1	NA	0.833333	0.923077	NA	NA
chrX_30687533_30687616	0	0.0454545	0	0.285714	NA	NA
chrX_54470583_54470760	NA	NA	NA	NA	NA	NA
chr3_49046425_49046579	NA	NA	NA	NA	NA	NA
chr15_74032572_74032715	NA	NA	NA	NA	NA	NA
chr1_161102048_161102171	0.886463	0.900621	0.827586	0.935897	0.970149	NA
chr4_75607183_75607361	0.923077	0.91954	0.958333	0.814815	NA	NA
chr14_100369087_100369258	1	NA	0.757143	NA	NA	NA
chr6_29942757_29943026	0.5	0.625	0.722973	0.7	0.788991	0.866667
chr7_105974844_105975046	NA	NA	0.176471	NA	NA	NA
chr1_228141124_228141288	0.378788	0.416667	0.32	0.353741	0.222222	0.166667
chr18_62269411_62269512	NA	NA	NA	NA	NA	NA
chr3_33574473_33574496	NA	0.666667	0	0	NA	NA
chr10_62215029_62215142	0.192308	NA	NA	NA	NA	NA
chr2_70289350_70289372	NA	0.461538	0.4	0.535714	0.545455	NA
chr8_68017846_68017917	NA	0.945455	0.958807	0.87037	0.951049	NA
chr18_23384990_23385067	0.866667	NA	1	NA	NA	NA
chr15_85075862_85075918	0.75	0.866667	0.833333	0.817073	0.833333	NA
chr6_35591130_35591220	NA	NA	0.913043	0.84	0.923077	NA
chr12_122551458_122551523	NA	NA	NA	NA	NA	NA
chr8_22354271_22354378	NA	NA	NA	NA	NA	NA
chr11_125581211_125581322	1	1	0.8125	0.821429	1	NA
chr20_38048348_38048481	0.8125	0.894737	0.825	0.8	0.857143	NA
chr7_108225645_108225701	0.2	0.947368	0.976378	NA	0.991525	NA
chr12_109191847_109191950	NA	NA	NA	NA	NA	NA
chr10_15102218_15102336	NA	NA	0.25	0.272727	NA	NA
chr1_63531820_63532031	0.979757	0.90625	0.955224	0.6875	0.966667	NA
chr20_13794838_13794941	0.790698	0.75	0.787879	0.730769	0.88	NA
chr7_99485208_99485368	NA	0.333333	NA	NA	NA	NA
chr5_136147832_136147906	NA	0.272727	0.428571	0.4	NA	NA
chr17_7224146_7224243	0.964758	0.941176	0.888	0.9375	0.96	NA
chr10_120890716_120890887	0.612903	0.742857	0.864407	0.833333	0.852941	NA
chr16_88697934_88698115	NA	NA	NA	NA	NA	NA
chr11_78441091_78441117	NA	NA	NA	NA	NA	NA
chr2_135238760_135239012	NA	NA	NA	NA	NA	NA
chr2_23863381_23863555	NA	NA	NA	NA	NA	NA
chr7_152238707_152238826	1	0.538462	1	0.666667	1	NA
chr15_50484275_50484361	NA	NA	NA	NA	NA	NA
chr20_289559_289676	0.907895	0.818182	0.909091	NA	NA	NA
chr12_27655143_27655235	1	0.95	NA	0.0666667	NA	0
chr12_75299837_75299911	0.0833333	0.0526316	0.416667	NA	NA	NA
chr2_95905441_95905503	0.870968	1	0	0	NA	NA
chr5_177238237_177238507	0.789474	0.6875	0.542857	0.72973	NA	NA
chr12_63569224_63569349	0.361111	0.322581	NA	NA	0.733333	NA
chr5_60904792_60904873	NA	NA	NA	NA	NA	NA
chr2_166306510_166306603	0.8	1	NA	NA	NA	NA
chr10_104225461_104225557	NA	NA	NA	NA	NA	NA
chr20_30391197_30391308	0.368421	0.653846	0.772727	0.8125	0.6	NA
chr8_100233411_100233537	NA	NA	NA	NA	NA	NA
chr16_31499302_31499407	NA	NA	NA	NA	NA	NA
chr5_147401540_147401696	NA	NA	0.916667	NA	NA	NA
chr7_94639341_94639448	0	0	0.111111	0.172414	0.0833333	NA
chr12_56630776_56630865	NA	NA	NA	NA	NA	NA
chr14_89956578_89956800	0.1875	0.0833333	NA	0.0625	NA	NA
chr8_85115375_85115584	1	1	0.888889	NA	NA	NA
chr16_69669977_69670111	0.954545	1	0.888889	1	NA	NA
chr12_40319988_40320175	NA	NA	NA	NA	0.84	NA
chr12_29293300_29293475	0.818182	0.769231	NA	NA	NA	NA
chr12_6676787_6676851	NA	NA	NA	NA	NA	NA
chr11_70365373_70365435	NA	0.857143	0.0143885	0	0	NA
chr15_90431221_90431252	0	0.0769231	0.8	0.368421	NA	NA
chr4_83463494_83463608	NA	NA	NA	NA	NA	NA
chr11_103287533_103287605	0.818182	NA	1	NA	NA	NA
chr19_3633437_3633520	NA	NA	NA	NA	NA	NA
chr20_62127585_62127701	NA	NA	NA	NA	NA	NA
chr19_21987216_21987311	1	NA	0.96875	0.891892	0.92	NA
chr1_155773066_155773210	NA	NA	0.916667	NA	NA	NA
chr19_17754592_17754685	NA	NA	NA	NA	NA	NA
chr2_74142272_74142360	0.45098	0.394737	0.530612	0.366667	NA	NA
chr3_121808916_121809009	0.777778	0.90625	1	1	0.866667	NA
chr5_160089506_160089610	NA	NA	NA	0.117647	NA	NA
chr13_29480150_29480364	NA	NA	NA	NA	NA	NA
chr2_24284763_24284843	0.936585	0.827381	0.0364964	0.00757576	0.0909091	NA
chrX_85048316_85048373	0.09375	0	0.0588235	0	NA	NA
chr14_50542499_50542584	NA	NA	0.954545	NA	NA	NA
chr1_114645448_114645559	0.2	NA	NA	NA	NA	NA
chr10_60877908_60878058	1	NA	NA	0.818182	NA	NA
chr6_33287965_33288026	NA	NA	NA	NA	NA	NA
chr6_44953310_44953417	NA	NA	NA	NA	NA	NA
chr3_43574809_43574864	1	0.8	1	1	NA	NA
chr12_28257202_28257245	0.911111	0.828358	0.904762	0.916667	0.875	NA
chr8_103766227_103766537	0.952381	0.9125	NA	NA	0.909091	NA
chr4_76384088_76384415	0.692308	NA	0.857143	NA	NA	NA
chr10_20858240_20858344	0.964286	0.863636	0.708333	NA	0.432432	NA
chr7_48103297_48103411	0.534884	0.561798	0.363636	NA	NA	NA
chr1_62507962_62508058	NA	NA	0.846154	NA	NA	NA
chr1_146969382_146969596	NA	0.857143	NA	0.933333	NA	NA
chr16_5030385_5030493	0.8	NA	NA	NA	NA	NA
chr17_64889681_64889752	NA	NA	NA	NA	NA	NA
chr1_117496763_117496982	0.9	NA	NA	NA	NA	NA
chrX_63665886_63666017	0.904762	0.904762	1	NA	NA	NA
chr7_103075777_103075881	0	0	0.1	0.352941	NA	NA
chr15_82252691_82252775	NA	NA	0.875	0.75	NA	NA
chr11_62883989_62884112	NA	0.0769231	0.156156	0.190476	0.206897	0
chr16_18899987_18900044	0	0.0666667	0.047619	0.173913	NA	NA
chr16_10635764_10635918	0.9	NA	NA	NA	NA	NA
chr6_84226337_84226452	0.871795	1	0.9375	0.357143	0.96	NA
chr19_12185785_12185911	NA	NA	NA	NA	NA	NA
chr19_53340824_53340925	NA	NA	NA	NA	NA	NA
chr1_107395154_107395326	0.88	0.892857	NA	NA	0.84	NA
chr17_19673151_19673275	0.117647	0.0384615	0.12	0.0972222	0.153846	NA
chr5_75399310_75399387	NA	0.307692	0.2	0.8	NA	NA
chr6_43675202_43675271	NA	0.692308	0.944444	1	0.947368	NA
chr20_18535653_18535742	NA	NA	NA	NA	NA	NA
chr7_123496696_123496906	0.82716	0.926829	1	NA	NA	NA
chr14_88393393_88393488	0.272727	0.657143	0.580645	0.368421	0.5625	NA
chr8_23259066_23259126	NA	NA	NA	NA	NA	NA
chr2_97580462_97580568	0.721053	0.817635	0.902743	0.878613	0.871429	NA
chr1_66874781_66874937	0.1	NA	NA	NA	NA	NA
chr15_99276576_99276616	0.785714	0.8	NA	0.923077	NA	NA
chr9_39171369_39171630	NA	NA	NA	NA	NA	NA
chrX_38317811_38317893	NA	NA	NA	NA	NA	NA
chr12_132148072_132148106	NA	NA	NA	NA	NA	NA
chr11_120802693_120802857	NA	NA	NA	NA	NA	NA
chr10_15786561_15786648	NA	NA	NA	NA	NA	NA
chr13_35183976_35184071	0.899225	0.970414	1	1	0.857143	NA
chr12_106992965_106993036	NA	NA	NA	NA	NA	NA
chr17_783083_783327	NA	NA	NA	NA	NA	NA
chr10_132348963_132349057	0.176471	0	0.1	NA	NA	NA
chr12_116949618_116949706	0.235294	0.166667	0.463415	0.473684	NA	NA
